"","x"
"19223","ENSG00000168746"
"19224","ENSG00000125888"
"19225","ENSG00000170191"
"19226","ENSG00000235214"
"19227","ENSG00000227927"
"19228","ENSG00000088782"
"19229","ENSG00000229230"
"19230","ENSG00000132631"
"19231","ENSG00000226094"
"19232","ENSG00000101230"
"19233","ENSG00000168630"
"19234","ENSG00000243543"
"19235","ENSG00000125975"
"19236","ENSG00000233354"
"19237","ENSG00000042062"
"19238","ENSG00000125831"
"19239","ENSG00000125903"
"19240","ENSG00000275004"
"19241","ENSG00000277421"
"19242","ENSG00000198053"
"19243","ENSG00000174740"
"19244","ENSG00000153914"
"19245","ENSG00000130701"
"19246","ENSG00000149646"
"19247","ENSG00000234878"
"19248","ENSG00000125834"
"19249","ENSG00000101074"
"19250","ENSG00000229690"
"19251","ENSG00000224530"
"19252","ENSG00000239557"
"19253","ENSG00000251380"
"19254","ENSG00000197530"
"19255","ENSG00000162999"
"19256","ENSG00000198569"
"19257","ENSG00000158764"
"19258","ENSG00000172476"
"19259","ENSG00000146809"
"19260","ENSG00000239388"
"19261","ENSG00000198881"
"19262","ENSG00000173124"
"19263","ENSG00000156671"
"19264","ENSG00000204022"
"19265","ENSG00000290782"
"19266","ENSG00000290625"
"19267","ENSG00000165832"
"19268","ENSG00000150054"
"19269","ENSG00000170324"
"19270","ENSG00000151532"
"19271","ENSG00000170788"
"19272","ENSG00000253626"
"19273","ENSG00000165338"
"19274","ENSG00000174721"
"19275","ENSG00000233837"
"19276","ENSG00000165863"
"19277","ENSG00000291892"
"19278","ENSG00000151893"
"19279","ENSG00000170743"
"19280","ENSG00000179241"
"19281","ENSG00000154611"
"19282","ENSG00000221996"
"19283","ENSG00000171987"
"19284","ENSG00000226288"
"19285","ENSG00000180785"
"19286","ENSG00000284546"
"19287","ENSG00000166435"
"19288","ENSG00000175518"
"19289","ENSG00000169550"
"19290","ENSG00000234776"
"19291","ENSG00000077458"
"19292","ENSG00000149212"
"19293","ENSG00000134627"
"19294","ENSG00000165895"
"19295","ENSG00000182359"
"19296","ENSG00000152404"
"19297","ENSG00000178202"
"19298","ENSG00000204381"
"19299","ENSG00000172425"
"19300","ENSG00000168005"
"19301","ENSG00000166689"
"19302","ENSG00000179119"
"19303","ENSG00000151117"
"19304","ENSG00000166363"
"19305","ENSG00000279486"
"19306","ENSG00000179532"
"19307","ENSG00000139174"
"19308","ENSG00000139344"
"19309","ENSG00000173262"
"19310","ENSG00000177359"
"19311","ENSG00000186666"
"19312","ENSG00000175548"
"19313","ENSG00000180481"
"19314","ENSG00000178882"
"19315","ENSG00000179195"
"19316","ENSG00000197503"
"19317","ENSG00000205707"
"19318","ENSG00000139117"
"19319","ENSG00000188735"
"19320","ENSG00000158023"
"19321","ENSG00000151948"
"19322","ENSG00000231738"
"19323","ENSG00000127325"
"19324","ENSG00000165891"
"19325","ENSG00000246985"
"19326","ENSG00000278916"
"19327","ENSG00000167767"
"19328","ENSG00000188596"
"19329","ENSG00000166535"
"19330","ENSG00000245105"
"19331","ENSG00000174206"
"19332","ENSG00000139239"
"19333","ENSG00000182993"
"19334","ENSG00000171823"
"19335","ENSG00000151164"
"19336","ENSG00000198324"
"19337","ENSG00000281196"
"19338","ENSG00000227674"
"19339","ENSG00000231674"
"19340","ENSG00000179813"
"19341","ENSG00000179630"
"19342","ENSG00000235097"
"19343","ENSG00000226620"
"19344","ENSG00000139675"
"19345","ENSG00000187676"
"19346","ENSG00000258913"
"19347","ENSG00000258512"
"19348","ENSG00000258735"
"19349","ENSG00000139988"
"19350","ENSG00000244237"
"19351","ENSG00000293335"
"19352","ENSG00000133937"
"19353","ENSG00000239269"
"19354","ENSG00000165953"
"19355","ENSG00000175785"
"19356","ENSG00000274089"
"19357","ENSG00000151338"
"19358","ENSG00000258613"
"19359","ENSG00000165807"
"19360","ENSG00000139974"
"19361","ENSG00000139971"
"19362","ENSG00000258537"
"19363","ENSG00000131969"
"19364","ENSG00000140043"
"19365","ENSG00000156050"
"19366","ENSG00000100565"
"19367","ENSG00000100593"
"19368","ENSG00000100629"
"19369","ENSG00000213920"
"19370","ENSG00000285200"
"19371","ENSG00000165914"
"19372","ENSG00000165379"
"19373","ENSG00000279050"
"19374","ENSG00000167014"
"19375","ENSG00000259426"
"19376","ENSG00000198535"
"19377","ENSG00000183060"
"19378","ENSG00000234797"
"19379","ENSG00000157470"
"19380","ENSG00000137878"
"19381","ENSG00000285331"
"19382","ENSG00000261652"
"19383","ENSG00000183571"
"19384","ENSG00000259134"
"19385","ENSG00000245750"
"19386","ENSG00000189227"
"19387","ENSG00000183643"
"19388","ENSG00000140511"
"19389","ENSG00000188095"
"19390","ENSG00000166069"
"19391","ENSG00000185594"
"19392","ENSG00000169752"
"19393","ENSG00000259527"
"19394","ENSG00000140265"
"19395","ENSG00000205871"
"19396","ENSG00000128881"
"19397","ENSG00000140326"
"19398","ENSG00000228071"
"19399","ENSG00000166558"
"19400","ENSG00000175267"
"19401","ENSG00000155719"
"19402","ENSG00000284559"
"19403","ENSG00000184939"
"19404","ENSG00000159753"
"19405","ENSG00000168676"
"19406","ENSG00000183723"
"19407","ENSG00000140932"
"19408","ENSG00000166546"
"19409","ENSG00000153060"
"19410","ENSG00000179580"
"19411","ENSG00000291936"
"19412","ENSG00000161992"
"19413","ENSG00000127585"
"19414","ENSG00000261713"
"19415","ENSG00000167194"
"19416","ENSG00000169181"
"19417","ENSG00000259803"
"19418","ENSG00000157368"
"19419","ENSG00000167981"
"19420","ENSG00000162069"
"19421","ENSG00000157315"
"19422","ENSG00000280278"
"19423","ENSG00000268532"
"19424","ENSG00000197162"
"19425","ENSG00000229809"
"19426","ENSG00000178226"
"19427","ENSG00000153446"
"19428","ENSG00000166246"
"19429","ENSG00000167889"
"19430","ENSG00000175662"
"19431","ENSG00000167302"
"19432","ENSG00000175711"
"19433","ENSG00000277033"
"19434","ENSG00000167281"
"19435","ENSG00000186074"
"19436","ENSG00000182352"
"19437","ENSG00000291923"
"19438","ENSG00000183914"
"19439","ENSG00000185924"
"19440","ENSG00000293480"
"19441","ENSG00000172421"
"19442","ENSG00000264026"
"19443","ENSG00000180638"
"19444","ENSG00000223510"
"19445","ENSG00000166596"
"19446","ENSG00000161973"
"19447","ENSG00000276231"
"19448","ENSG00000184650"
"19449","ENSG00000270806"
"19450","ENSG00000154760"
"19451","ENSG00000164729"
"19452","ENSG00000141161"
"19453","ENSG00000161649"
"19454","ENSG00000186185"
"19455","ENSG00000198863"
"19456","ENSG00000154920"
"19457","ENSG00000244045"
"19458","ENSG00000167525"
"19459","ENSG00000167536"
"19460","ENSG00000213859"
"19461","ENSG00000288399"
"19462","ENSG00000293460"
"19463","ENSG00000290467"
"19464","ENSG00000204650"
"19465","ENSG00000226629"
"19466","ENSG00000185269"
"19467","ENSG00000167895"
"19468","ENSG00000291110"
"19469","ENSG00000171475"
"19470","ENSG00000204897"
"19471","ENSG00000167920"
"19472","ENSG00000188076"
"19473","ENSG00000279020"
"19474","ENSG00000174448"
"19475","ENSG00000152242"
"19476","ENSG00000183287"
"19477","ENSG00000141668"
"19478","ENSG00000141437"
"19479","ENSG00000175065"
"19480","ENSG00000260372"
"19481","ENSG00000154065"
"19482","ENSG00000229248"
"19483","ENSG00000154856"
"19484","ENSG00000186806"
"19485","ENSG00000262874"
"19486","ENSG00000182310"
"19487","ENSG00000198464"
"19488","ENSG00000198633"
"19489","ENSG00000258405"
"19490","ENSG00000269526"
"19491","ENSG00000268182"
"19492","ENSG00000177025"
"19493","ENSG00000196724"
"19494","ENSG00000173480"
"19495","ENSG00000188785"
"19496","ENSG00000213889"
"19497","ENSG00000104892"
"19498","ENSG00000216588"
"19499","ENSG00000273111"
"19500","ENSG00000267100"
"19501","ENSG00000198028"
"19502","ENSG00000160472"
"19503","ENSG00000160396"
"19504","ENSG00000167608"
"19505","ENSG00000277789"
"19506","ENSG00000274873"
"19507","ENSG00000274905"
"19508","ENSG00000277996"
"19509","ENSG00000278363"
"19510","ENSG00000276260"
"19511","ENSG00000274384"
"19512","ENSG00000277667"
"19513","ENSG00000273722"
"19514","ENSG00000293185"
"19515","ENSG00000171443"
"19516","ENSG00000179922"
"19517","ENSG00000188868"
"19518","ENSG00000161888"
"19519","ENSG00000161609"
"19520","ENSG00000197380"
"19521","ENSG00000177045"
"19522","ENSG00000204866"
"19523","ENSG00000197050"
"19524","ENSG00000196357"
"19525","ENSG00000160505"
"19526","ENSG00000290720"
"19527","ENSG00000018869"
"19528","ENSG00000198440"
"19529","ENSG00000130244"
"19530","ENSG00000182472"
"19531","ENSG00000292260"
"19532","ENSG00000178904"
"19533","ENSG00000249861"
"19534","ENSG00000174521"
"19535","ENSG00000127666"
"19536","ENSG00000267493"
"19537","ENSG00000105428"
"19538","ENSG00000153896"
"19539","ENSG00000177558"
"19540","ENSG00000160161"
"19541","ENSG00000167595"
"19542","ENSG00000267339"
"19543","ENSG00000167785"
"19544","ENSG00000291737"
"19545","ENSG00000167617"
"19546","ENSG00000273633"
"19547","ENSG00000273622"
"19548","ENSG00000278444"
"19549","ENSG00000261824"
"19550","ENSG00000197360"
"19551","ENSG00000172687"
"19552","ENSG00000160352"
"19553","ENSG00000196172"
"19554","ENSG00000119559"
"19555","ENSG00000130270"
"19556","ENSG00000167459"
"19557","ENSG00000176490"
"19558","ENSG00000186300"
"19559","ENSG00000196437"
"19560","ENSG00000171827"
"19561","ENSG00000134207"
"19562","ENSG00000162757"
"19563","ENSG00000143578"
"19564","ENSG00000175262"
"19565","ENSG00000162819"
"19566","ENSG00000187634"
"19567","ENSG00000224870"
"19568","ENSG00000203943"
"19569","ENSG00000162642"
"19570","ENSG00000116273"
"19571","ENSG00000159208"
"19572","ENSG00000152078"
"19573","ENSG00000196427"
"19574","ENSG00000292447"
"19575","ENSG00000177414"
"19576","ENSG00000183780"
"19577","ENSG00000293264"
"19578","ENSG00000293457"
"19579","ENSG00000168509"
"19580","ENSG00000198483"
"19581","ENSG00000143340"
"19582","ENSG00000236719"
"19583","ENSG00000162885"
"19584","ENSG00000282880"
"19585","ENSG00000174514"
"19586","ENSG00000162877"
"19587","ENSG00000169224"
"19588","ENSG00000162695"
"19589","ENSG00000162592"
"19590","ENSG00000249087"
"19591","ENSG00000283106"
"19592","ENSG00000162456"
"19593","ENSG00000142961"
"19594","ENSG00000174332"
"19595","ENSG00000268043"
"19596","ENSG00000203784"
"19597","ENSG00000135870"
"19598","ENSG00000237413"
"19599","ENSG00000222046"
"19600","ENSG00000160094"
"19601","ENSG00000293391"
"19602","ENSG00000163357"
"19603","ENSG00000143786"
"19604","ENSG00000185090"
"19605","ENSG00000229133"
"19606","ENSG00000162594"
"19607","ENSG00000203740"
"19608","ENSG00000188859"
"19609","ENSG00000198892"
"19610","ENSG00000116903"
"19611","ENSG00000235710"
"19612","ENSG00000175087"
"19613","ENSG00000163141"
"19614","ENSG00000164007"
"19615","ENSG00000243710"
"19616","ENSG00000253313"
"19617","ENSG00000159214"
"19618","ENSG00000222009"
"19619","ENSG00000159588"
"19620","ENSG00000160838"
"19621","ENSG00000224520"
"19622","ENSG00000183888"
"19623","ENSG00000168159"
"19624","ENSG00000285426"
"19625","ENSG00000290764"
"19626","ENSG00000163564"
"19627","ENSG00000185523"
"19628","ENSG00000162771"
"19629","ENSG00000285347"
"19630","ENSG00000182035"
"19631","ENSG00000124196"
"19632","ENSG00000175121"
"19633","ENSG00000231290"
"19634","ENSG00000235590"
"19635","ENSG00000180259"
"19636","ENSG00000205181"
"19637","ENSG00000171984"
"19638","ENSG00000234241"
"19639","ENSG00000290409"
"19640","ENSG00000224628"
"19641","ENSG00000204393"
"19642","ENSG00000149600"
"19643","ENSG00000186191"
"19644","ENSG00000149657"
"19645","ENSG00000188992"
"19646","ENSG00000291052"
"19647","ENSG00000237594"
"19648","ENSG00000157578"
"19649","ENSG00000183067"
"19650","ENSG00000142178"
"19651","ENSG00000236384"
"19652","ENSG00000237232"
"19653","ENSG00000184385"
"19654","ENSG00000164037"
"19655","ENSG00000198445"
"19656","ENSG00000172967"
"19657","ENSG00000236499"
"19658","ENSG00000183773"
"19659","ENSG00000183246"
"19660","ENSG00000161179"
"19661","ENSG00000290920"
"19662","ENSG00000169314"
"19663","ENSG00000273579"
"19664","ENSG00000100209"
"19665","ENSG00000159873"
"19666","ENSG00000176635"
"19667","ENSG00000167065"
"19668","ENSG00000235989"
"19669","ENSG00000205856"
"19670","ENSG00000176177"
"19671","ENSG00000172404"
"19672","ENSG00000100399"
"19673","ENSG00000167077"
"19674","ENSG00000177096"
"19675","ENSG00000235568"
"19676","ENSG00000100341"
"19677","ENSG00000205643"
"19678","ENSG00000277232"
"19679","ENSG00000114999"
"19680","ENSG00000169607"
"19681","ENSG00000136682"
"19682","ENSG00000196873"
"19683","ENSG00000163060"
"19684","ENSG00000290614"
"19685","ENSG00000225953"
"19686","ENSG00000235597"
"19687","ENSG00000115593"
"19688","ENSG00000232084"
"19689","ENSG00000273045"
"19690","ENSG00000162947"
"19691","ENSG00000178602"
"19692","ENSG00000172428"
"19693","ENSG00000178586"
"19694","ENSG00000173163"
"19695","ENSG00000155066"
"19696","ENSG00000292084"
"19697","ENSG00000151687"
"19698","ENSG00000163013"
"19699","ENSG00000196659"
"19700","ENSG00000186281"
"19701","ENSG00000291579"
"19702","ENSG00000188383"
"19703","ENSG00000198885"
"19704","ENSG00000293311"
"19705","ENSG00000233087"
"19706","ENSG00000138439"
"19707","ENSG00000163792"
"19708","ENSG00000293057"
"19709","ENSG00000157833"
"19710","ENSG00000162927"
"19711","ENSG00000260804"
"19712","ENSG00000230923"
"19713","ENSG00000186522"
"19714","ENSG00000144445"
"19715","ENSG00000163803"
"19716","ENSG00000163012"
"19717","ENSG00000204460"
"19718","ENSG00000144331"
"19719","ENSG00000225493"
"19720","ENSG00000186235"
"19721","ENSG00000178752"
"19722","ENSG00000177917"
"19723","ENSG00000144401"
"19724","ENSG00000163249"
"19725","ENSG00000213160"
"19726","ENSG00000290794"
"19727","ENSG00000150722"
"19728","ENSG00000163535"
"19729","ENSG00000155754"
"19730","ENSG00000169507"
"19731","ENSG00000163081"
"19732","ENSG00000213901"
"19733","ENSG00000179921"
"19734","ENSG00000144199"
"19735","ENSG00000291581"
"19736","ENSG00000293267"
"19737","ENSG00000162981"
"19738","ENSG00000115841"
"19739","ENSG00000143869"
"19740","ENSG00000163053"
"19741","ENSG00000226125"
"19742","ENSG00000181798"
"19743","ENSG00000232520"
"19744","ENSG00000293137"
"19745","ENSG00000244617"
"19746","ENSG00000196151"
"19747","ENSG00000007001"
"19748","ENSG00000257702"
"19749","ENSG00000163328"
"19750","ENSG00000163728"
"19751","ENSG00000163840"
"19752","ENSG00000241506"
"19753","ENSG00000163377"
"19754","ENSG00000129810"
"19755","ENSG00000183977"
"19756","ENSG00000163576"
"19757","ENSG00000241469"
"19758","ENSG00000163590"
"19759","ENSG00000174776"
"19760","ENSG00000240128"
"19761","ENSG00000171757"
"19762","ENSG00000144550"
"19763","ENSG00000163530"
"19764","ENSG00000272610"
"19765","ENSG00000091986"
"19766","ENSG00000186265"
"19767","ENSG00000160799"
"19768","ENSG00000180611"
"19769","ENSG00000163605"
"19770","ENSG00000173950"
"19771","ENSG00000137075"
"19772","ENSG00000122694"
"19773","ENSG00000114547"
"19774","ENSG00000224074"
"19775","ENSG00000270194"
"19776","ENSG00000180697"
"19777","ENSG00000293490"
"19778","ENSG00000206559"
"19779","ENSG00000187118"
"19780","ENSG00000163491"
"19781","ENSG00000237787"
"19782","ENSG00000152492"
"19783","ENSG00000253548"
"19784","ENSG00000163611"
"19785","ENSG00000170293"
"19786","ENSG00000293492"
"19787","ENSG00000244607"
"19788","ENSG00000270170"
"19789","ENSG00000214407"
"19790","ENSG00000154783"
"19791","ENSG00000260902"
"19792","ENSG00000186162"
"19793","ENSG00000144619"
"19794","ENSG00000144847"
"19795","ENSG00000163424"
"19796","ENSG00000151612"
"19797","ENSG00000109686"
"19798","ENSG00000292165"
"19799","ENSG00000170448"
"19800","ENSG00000163293"
"19801","ENSG00000163291"
"19802","ENSG00000178343"
"19803","ENSG00000250302"
"19804","ENSG00000184178"
"19805","ENSG00000205301"
"19806","ENSG00000251359"
"19807","ENSG00000242169"
"19808","ENSG00000272602"
"19809","ENSG00000250634"
"19810","ENSG00000250486"
"19811","ENSG00000152969"
"19812","ENSG00000174796"
"19813","ENSG00000174792"
"19814","ENSG00000134962"
"19815","ENSG00000214980"
"19816","ENSG00000174137"
"19817","ENSG00000163644"
"19818","ENSG00000164123"
"19819","ENSG00000155275"
"19820","ENSG00000138670"
"19821","ENSG00000136848"
"19822","ENSG00000177058"
"19823","ENSG00000250328"
"19824","ENSG00000186335"
"19825","ENSG00000214510"
"19826","ENSG00000164463"
"19827","ENSG00000168944"
"19828","ENSG00000145832"
"19829","ENSG00000174695"
"19830","ENSG00000176055"
"19831","ENSG00000164180"
"19832","ENSG00000151304"
"19833","ENSG00000280780"
"19834","ENSG00000153404"
"19835","ENSG00000146007"
"19836","ENSG00000152939"
"19837","ENSG00000274671"
"19838","ENSG00000170561"
"19839","ENSG00000165810"
"19840","ENSG00000164291"
"19841","ENSG00000153347"
"19842","ENSG00000205838"
"19843","ENSG00000215068"
"19844","ENSG00000164221"
"19845","ENSG00000231989"
"19846","ENSG00000170613"
"19847","ENSG00000186314"
"19848","ENSG00000156463"
"19849","ENSG00000173261"
"19850","ENSG00000145860"
"19851","ENSG00000236366"
"19852","ENSG00000118491"
"19853","ENSG00000188451"
"19854","ENSG00000168566"
"19855","ENSG00000153721"
"19856","ENSG00000155918"
"19857","ENSG00000164483"
"19858","ENSG00000146411"
"19859","ENSG00000236700"
"19860","ENSG00000172197"
"19861","ENSG00000112273"
"19862","ENSG00000146453"
"19863","ENSG00000146373"
"19864","ENSG00000188580"
"19865","ENSG00000203908"
"19866","ENSG00000272514"
"19867","ENSG00000164385"
"19868","ENSG00000203808"
"19869","ENSG00000230960"
"19870","ENSG00000198937"
"19871","ENSG00000105784"
"19872","ENSG00000179869"
"19873","ENSG00000164603"
"19874","ENSG00000291149"
"19875","ENSG00000293530"
"19876","ENSG00000236279"
"19877","ENSG00000164898"
"19878","ENSG00000126016"
"19879","ENSG00000196715"
"19880","ENSG00000166025"
"19881","ENSG00000231419"
"19882","ENSG00000230316"
"19883","ENSG00000164675"
"19884","ENSG00000275356"
"19885","ENSG00000243335"
"19886","ENSG00000205174"
"19887","ENSG00000214128"
"19888","ENSG00000171115"
"19889","ENSG00000127377"
"19890","ENSG00000204947"
"19891","ENSG00000290600"
"19892","ENSG00000181220"
"19893","ENSG00000171130"
"19894","ENSG00000020219"
"19895","ENSG00000197241"
"19896","ENSG00000174945"
"19897","ENSG00000205897"
"19898","ENSG00000165171"
"19899","ENSG00000291152"
"19900","ENSG00000176428"
"19901","ENSG00000291151"
"19902","ENSG00000223705"
"19903","ENSG00000184863"
"19904","ENSG00000173467"
"19905","ENSG00000242571"
"19906","ENSG00000248538"
"19907","ENSG00000285236"
"19908","ENSG00000275342"
"19909","ENSG00000292308"
"19910","ENSG00000134020"
"19911","ENSG00000184661"
"19912","ENSG00000253868"
"19913","ENSG00000164983"
"19914","ENSG00000249816"
"19915","ENSG00000293314"
"19916","ENSG00000121039"
"19917","ENSG00000291316"
"19918","ENSG00000186106"
"19919","ENSG00000171320"
"19920","ENSG00000214050"
"19921","ENSG00000253230"
"19922","ENSG00000284859"
"19923","ENSG00000168672"
"19924","ENSG00000156172"
"19925","ENSG00000132549"
"19926","ENSG00000182366"
"19927","ENSG00000180190"
"19928","ENSG00000104714"
"19929","ENSG00000282665"
"19930","ENSG00000164893"
"19931","ENSG00000293451"
"19932","ENSG00000284856"
"19933","ENSG00000154316"
"19934","ENSG00000164841"
"19935","ENSG00000176853"
"19936","ENSG00000164743"
"19937","ENSG00000178460"
"19938","ENSG00000177182"
"19939","ENSG00000165066"
"19940","ENSG00000215262"
"19941","ENSG00000164764"
"19942","ENSG00000234910"
"19943","ENSG00000130559"
"19944","ENSG00000178243"
"19945","ENSG00000231007"
"19946","ENSG00000183784"
"19947","ENSG00000291187"
"19948","ENSG00000174482"
"19949","ENSG00000130045"
"19950","ENSG00000291520"
"19951","ENSG00000196366"
"19952","ENSG00000177943"
"19953","ENSG00000267206"
"19954","ENSG00000165695"
"19955","ENSG00000217716"
"19956","ENSG00000165202"
"19957","ENSG00000175764"
"19958","ENSG00000165105"
"19959","ENSG00000290439"
"19960","ENSG00000155158"
"19961","ENSG00000165275"
"19962","ENSG00000167094"
"19963","ENSG00000230262"
"19964","ENSG00000188938"
"19965","ENSG00000155875"
"19966","ENSG00000164946"
"19967","ENSG00000230207"
"19968","ENSG00000183354"
"19969","ENSG00000235387"
"19970","ENSG00000290567"
"19971","ENSG00000173258"
"19972","ENSG00000165181"
"19973","ENSG00000165185"
"19974","ENSG00000136925"
"19975","ENSG00000196597"
"19976","ENSG00000275465"
"19977","ENSG00000233947"
"19978","ENSG00000106772"
"19979","ENSG00000175809"
"19980","ENSG00000198930"
"19981","ENSG00000292188"
"19982","ENSG00000176988"
"19983","ENSG00000234390"
"19984","ENSG00000165591"
"19985","ENSG00000198455"
"19986","ENSG00000242952"
"19987","ENSG00000185448"
"19988","ENSG00000130150"
"19989","ENSG00000147256"
"19990","ENSG00000158423"
"19991","ENSG00000186471"
"19992","ENSG00000101883"
"19993","ENSG00000293328"
"19994","ENSG00000176746"
"19995","ENSG00000204165"
"19996","ENSG00000204195"
"19997","ENSG00000147160"
"19998","ENSG00000102383"
"19999","ENSG00000247746"
"20000","ENSG00000291827"
"20001","ENSG00000204071"
"20002","ENSG00000197180"
"20003","ENSG00000123569"
"20004","ENSG00000185753"
"20005","ENSG00000156504"
"20006","ENSG00000156500"
"20007","ENSG00000169953"
"20008","ENSG00000290336"
"20009","ENSG00000169800"
"20010","ENSG00000166348"
"20011","ENSG00000119919"
"20012","ENSG00000176273"
"20013","ENSG00000120051"
"20014","ENSG00000148942"
"20015","ENSG00000165325"
"20016","ENSG00000171053"
"20017","ENSG00000166323"
"20018","ENSG00000166800"
"20019","ENSG00000180878"
"20020","ENSG00000293230"
"20021","ENSG00000179104"
"20022","ENSG00000172322"
"20023","ENSG00000293488"
"20024","ENSG00000256075"
"20025","ENSG00000139324"
"20026","ENSG00000165805"
"20027","ENSG00000136010"
"20028","ENSG00000152936"
"20029","ENSG00000170456"
"20030","ENSG00000161835"
"20031","ENSG00000256870"
"20032","ENSG00000262217"
"20033","ENSG00000196850"
"20034","ENSG00000173093"
"20035","ENSG00000183273"
"20036","ENSG00000102780"
"20037","ENSG00000151773"
"20038","ENSG00000152749"
"20039","ENSG00000133115"
"20040","ENSG00000172717"
"20041","ENSG00000198133"
"20042","ENSG00000259062"
"20043","ENSG00000176438"
"20044","ENSG00000176435"
"20045","ENSG00000139914"
"20046","ENSG00000285321"
"20047","ENSG00000139890"
"20048","ENSG00000176312"
"20049","ENSG00000182107"
"20050","ENSG00000258955"
"20051","ENSG00000139915"
"20052","ENSG00000100583"
"20053","ENSG00000240522"
"20054","ENSG00000196943"
"20055","ENSG00000285326"
"20056","ENSG00000165521"
"20057","ENSG00000242866"
"20058","ENSG00000156206"
"20059","ENSG00000167139"
"20060","ENSG00000256061"
"20061","ENSG00000169918"
"20062","ENSG00000166068"
"20063","ENSG00000182950"
"20064","ENSG00000182405"
"20065","ENSG00000168803"
"20066","ENSG00000178997"
"20067","ENSG00000150667"
"20068","ENSG00000179588"
"20069","ENSG00000140955"
"20070","ENSG00000205730"
"20071","ENSG00000234186"
"20072","ENSG00000184517"
"20073","ENSG00000153930"
"20074","ENSG00000173838"
"20075","ENSG00000185156"
"20076","ENSG00000166750"
"20077","ENSG00000161653"
"20078","ENSG00000141699"
"20079","ENSG00000167105"
"20080","ENSG00000173868"
"20081","ENSG00000141314"
"20082","ENSG00000167723"
"20083","ENSG00000174326"
"20084","ENSG00000177294"
"20085","ENSG00000185294"
"20086","ENSG00000277106"
"20087","ENSG00000278194"
"20088","ENSG00000173908"
"20089","ENSG00000290976"
"20090","ENSG00000175322"
"20091","ENSG00000166845"
"20092","ENSG00000196267"
"20093","ENSG00000167554"
"20094","ENSG00000189190"
"20095","ENSG00000182986"
"20096","ENSG00000174586"
"20097","ENSG00000251369"
"20098","ENSG00000170684"
"20099","ENSG00000160570"
"20100","ENSG00000196605"
"20101","ENSG00000188000"
"20102","ENSG00000268529"
"20103","ENSG00000218891"
"20104","ENSG00000173875"
"20105","ENSG00000249709"
"20106","ENSG00000242852"
"20107","ENSG00000197647"
"20108","ENSG00000178150"
"20109","ENSG00000189042"
"20110","ENSG00000188283"
"20111","ENSG00000290988"
"20112","ENSG00000176396"
"20113","ENSG00000128000"
"20114","ENSG00000281601"
"20115","ENSG00000212123"
"20116","ENSG00000153902"
"20117","ENSG00000181392"
"20118","ENSG00000196109"
"20119","ENSG00000276219"
"20120","ENSG00000197020"
"20121","ENSG00000274746"
"20122","ENSG00000171817"
"20123","ENSG00000175984"
"20124","ENSG00000183347"
"20125","ENSG00000117598"
"20126","ENSG00000143107"
"20127","ENSG00000213047"
"20128","ENSG00000162782"
"20129","ENSG00000169905"
"20130","ENSG00000169885"
"20131","ENSG00000185436"
"20132","ENSG00000290456"
"20133","ENSG00000179862"
"20134","ENSG00000293595"
"20135","ENSG00000162398"
"20136","ENSG00000184148"
"20137","ENSG00000132854"
"20138","ENSG00000156876"
"20139","ENSG00000143751"
"20140","ENSG00000162852"
"20141","ENSG00000183114"
"20142","ENSG00000162669"
"20143","ENSG00000182749"
"20144","ENSG00000187862"
"20145","ENSG00000291760"
"20146","ENSG00000178395"
"20147","ENSG00000186150"
"20148","ENSG00000168634"
"20149","ENSG00000198768"
"20150","ENSG00000125872"
"20151","ENSG00000290388"
"20152","ENSG00000131044"
"20153","ENSG00000161180"
"20154","ENSG00000100314"
"20155","ENSG00000187045"
"20156","ENSG00000100298"
"20157","ENSG00000183066"
"20158","ENSG00000138892"
"20159","ENSG00000123977"
"20160","ENSG00000170500"
"20161","ENSG00000163006"
"20162","ENSG00000173567"
"20163","ENSG00000177673"
"20164","ENSG00000162881"
"20165","ENSG00000189350"
"20166","ENSG00000144369"
"20167","ENSG00000144119"
"20168","ENSG00000173960"
"20169","ENSG00000152672"
"20170","ENSG00000144045"
"20171","ENSG00000173200"
"20172","ENSG00000196542"
"20173","ENSG00000179407"
"20174","ENSG00000175697"
"20175","ENSG00000168334"
"20176","ENSG00000163961"
"20177","ENSG00000180767"
"20178","ENSG00000163637"
"20179","ENSG00000187715"
"20180","ENSG00000145375"
"20181","ENSG00000181004"
"20182","ENSG00000170390"
"20183","ENSG00000152990"
"20184","ENSG00000176979"
"20185","ENSG00000183090"
"20186","ENSG00000151611"
"20187","ENSG00000168826"
"20188","ENSG00000180346"
"20189","ENSG00000169435"
"20190","ENSG00000151962"
"20191","ENSG00000164023"
"20192","ENSG00000155545"
"20193","ENSG00000164287"
"20194","ENSG00000168671"
"20195","ENSG00000164329"
"20196","ENSG00000172795"
"20197","ENSG00000177453"
"20198","ENSG00000145721"
"20199","ENSG00000178175"
"20200","ENSG00000152380"
"20201","ENSG00000146250"
"20202","ENSG00000135338"
"20203","ENSG00000177468"
"20204","ENSG00000164440"
"20205","ENSG00000164488"
"20206","ENSG00000112539"
"20207","ENSG00000250591"
"20208","ENSG00000146757"
"20209","ENSG00000106648"
"20210","ENSG00000184735"
"20211","ENSG00000197123"
"20212","ENSG00000188050"
"20213","ENSG00000218305"
"20214","ENSG00000177683"
"20215","ENSG00000253276"
"20216","ENSG00000158683"
"20217","ENSG00000179144"
"20218","ENSG00000181444"
"20219","ENSG00000180535"
"20220","ENSG00000164619"
"20221","ENSG00000048405"
