"","x"
"8253","ENSG00000110852"
"8254","ENSG00000100387"
"8255","ENSG00000142197"
"8256","ENSG00000137440"
"8257","ENSG00000079134"
"8258","ENSG00000100918"
"8259","ENSG00000285007"
"8260","ENSG00000173653"
"8261","ENSG00000152795"
"8262","ENSG00000135164"
"8263","ENSG00000154845"
"8264","ENSG00000140199"
"8265","ENSG00000119314"
"8266","ENSG00000159197"
"8267","ENSG00000070413"
"8268","ENSG00000118412"
"8269","ENSG00000288475"
"8270","ENSG00000284194"
"8271","ENSG00000117020"
"8272","ENSG00000275199"
"8273","ENSG00000133997"
"8274","ENSG00000278570"
"8275","ENSG00000077616"
"8276","ENSG00000285516"
"8277","ENSG00000168060"
"8278","ENSG00000101473"
"8279","ENSG00000136754"
"8280","ENSG00000113552"
"8281","ENSG00000175538"
"8282","ENSG00000177485"
"8283","ENSG00000136560"
"8284","ENSG00000213523"
"8285","ENSG00000094631"
"8286","ENSG00000108840"
"8287","ENSG00000170248"
"8288","ENSG00000249915"
"8289","ENSG00000137875"
"8290","ENSG00000153094"
"8291","ENSG00000111252"
"8292","ENSG00000159921"
"8293","ENSG00000138622"
"8294","ENSG00000172410"
"8295","ENSG00000165879"
"8296","ENSG00000135451"
"8297","ENSG00000175221"
"8298","ENSG00000282092"
"8299","ENSG00000142892"
"8300","ENSG00000234059"
"8301","ENSG00000167670"
"8302","ENSG00000129484"
"8303","ENSG00000291803"
"8304","ENSG00000041880"
"8305","ENSG00000141198"
"8306","ENSG00000100281"
"8307","ENSG00000100284"
"8308","ENSG00000095370"
"8309","ENSG00000125731"
"8310","ENSG00000013619"
"8311","ENSG00000125815"
"8312","ENSG00000010017"
"8313","ENSG00000105993"
"8314","ENSG00000146039"
"8315","ENSG00000113810"
"8316","ENSG00000182963"
"8317","ENSG00000129354"
"8318","ENSG00000126261"
"8319","ENSG00000142230"
"8320","ENSG00000116120"
"8321","ENSG00000114770"
"8322","ENSG00000115657"
"8323","ENSG00000087470"
"8324","ENSG00000069431"
"8325","ENSG00000033050"
"8326","ENSG00000025434"
"8327","ENSG00000138495"
"8328","ENSG00000140497"
"8329","ENSG00000116521"
"8330","ENSG00000263290"
"8331","ENSG00000137496"
"8332","ENSG00000156253"
"8333","ENSG00000291523"
"8334","ENSG00000205277"
"8335","ENSG00000254986"
"8336","ENSG00000169371"
"8337","ENSG00000086758"
"8338","ENSG00000060656"
"8339","ENSG00000064201"
"8340","ENSG00000184281"
"8341","ENSG00000054793"
"8342","ENSG00000090470"
"8343","ENSG00000183098"
"8344","ENSG00000006611"
"8345","ENSG00000102103"
"8346","ENSG00000292208"
"8347","ENSG00000164176"
"8348","ENSG00000132297"
"8349","ENSG00000113163"
"8350","ENSG00000173338"
"8351","ENSG00000111962"
"8352","ENSG00000162704"
"8353","ENSG00000241553"
"8354","ENSG00000111229"
"8355","ENSG00000130429"
"8356","ENSG00000115091"
"8357","ENSG00000138071"
"8358","ENSG00000168785"
"8359","ENSG00000140391"
"8360","ENSG00000134198"
"8361","ENSG00000095906"
"8362","ENSG00000123297"
"8363","ENSG00000117472"
"8364","ENSG00000108179"
"8365","ENSG00000175215"
"8366","ENSG00000204613"
"8367","ENSG00000237703"
"8368","ENSG00000229346"
"8369","ENSG00000235025"
"8370","ENSG00000137394"
"8371","ENSG00000237192"
"8372","ENSG00000229381"
"8373","ENSG00000227472"
"8374","ENSG00000163466"
"8375","ENSG00000101049"
"8376","ENSG00000113522"
"8377","ENSG00000112984"
"8378","ENSG00000138073"
"8379","ENSG00000110422"
"8380","ENSG00000169018"
"8381","ENSG00000132464"
"8382","ENSG00000115073"
"8383","ENSG00000291597"
"8384","ENSG00000138107"
"8385","ENSG00000188042"
"8386","ENSG00000122644"
"8387","ENSG00000172575"
"8388","ENSG00000100246"
"8389","ENSG00000006194"
"8390","ENSG00000138095"
"8391","ENSG00000073910"
"8392","ENSG00000143870"
"8393","ENSG00000126602"
"8394","ENSG00000123240"
"8395","ENSG00000185825"
"8396","ENSG00000105835"
"8397","ENSG00000142789"
"8398","ENSG00000244462"
"8399","ENSG00000015153"
"8400","ENSG00000101246"
"8401","ENSG00000141232"
"8402","ENSG00000082929"
"8403","ENSG00000127914"
"8404","ENSG00000166509"
"8405","ENSG00000138640"
"8406","ENSG00000145907"
"8407","ENSG00000064607"
"8408","ENSG00000105246"
"8409","ENSG00000173698"
"8410","ENSG00000139793"
"8411","ENSG00000138443"
"8412","ENSG00000115816"
"8413","ENSG00000136040"
"8414","ENSG00000130726"
"8415","ENSG00000105808"
"8416","ENSG00000008311"
"8417","ENSG00000162366"
"8418","ENSG00000182220"
"8419","ENSG00000152767"
"8420","ENSG00000139679"
"8421","ENSG00000111684"
"8422","ENSG00000158195"
"8423","ENSG00000140835"
"8424","ENSG00000004864"
"8425","ENSG00000102743"
"8426","ENSG00000186448"
"8427","ENSG00000281709"
"8428","ENSG00000140264"
"8429","ENSG00000073737"
"8430","ENSG00000120158"
"8431","ENSG00000152454"
"8432","ENSG00000120896"
"8433","ENSG00000100528"
"8434","ENSG00000009694"
"8435","ENSG00000076053"
"8436","ENSG00000004534"
"8437","ENSG00000003756"
"8438","ENSG00000145685"
"8439","ENSG00000183722"
"8440","ENSG00000061938"
"8441","ENSG00000183684"
"8442","ENSG00000115514"
"8443","ENSG00000181852"
"8444","ENSG00000179981"
"8445","ENSG00000214160"
"8446","ENSG00000185238"
"8447","ENSG00000131467"
"8448","ENSG00000051825"
"8449","ENSG00000124383"
"8450","ENSG00000135698"
"8451","ENSG00000172113"
"8452","ENSG00000100867"
"8453","ENSG00000064989"
"8454","ENSG00000102898"
"8455","ENSG00000149573"
"8456","ENSG00000204977"
"8457","ENSG00000132849"
"8458","ENSG00000132952"
"8459","ENSG00000173812"
"8460","ENSG00000197579"
"8461","ENSG00000137312"
"8462","ENSG00000223654"
"8463","ENSG00000236271"
"8464","ENSG00000232280"
"8465","ENSG00000230143"
"8466","ENSG00000224740"
"8467","ENSG00000206480"
"8468","ENSG00000206379"
"8469","ENSG00000123136"
"8470","ENSG00000115233"
"8471","ENSG00000165584"
"8472","ENSG00000205927"
"8473","ENSG00000116690"
"8474","ENSG00000144677"
"8475","ENSG00000171819"
"8476","ENSG00000139187"
"8477","ENSG00000135414"
"8478","ENSG00000173334"
"8479","ENSG00000143167"
"8480","ENSG00000180855"
"8481","ENSG00000153283"
"8482","ENSG00000105355"
"8483","ENSG00000109736"
"8484","ENSG00000135823"
"8485","ENSG00000167186"
"8486","ENSG00000198496"
"8487","ENSG00000172348"
"8488","ENSG00000102854"
"8489","ENSG00000010626"
"8490","ENSG00000128606"
"8491","ENSG00000068831"
"8492","ENSG00000125944"
"8493","ENSG00000282958"
"8494","ENSG00000121073"
"8495","ENSG00000136485"
"8496","ENSG00000157823"
"8497","ENSG00000102738"
"8498","ENSG00000136436"
"8499","ENSG00000197584"
"8500","ENSG00000275163"
"8501","ENSG00000171723"
"8502","ENSG00000136933"
"8503","ENSG00000126768"
"8504","ENSG00000292215"
"8505","ENSG00000112337"
"8506","ENSG00000132541"
"8507","ENSG00000172336"
"8508","ENSG00000149124"
"8509","ENSG00000133226"
"8510","ENSG00000168939"
"8511","ENSG00000164056"
"8512","ENSG00000136158"
"8513","ENSG00000115145"
"8514","ENSG00000204625"
"8515","ENSG00000237812"
"8516","ENSG00000236579"
"8517","ENSG00000227647"
"8518","ENSG00000234599"
"8519","ENSG00000234313"
"8520","ENSG00000206504"
"8521","ENSG00000142675"
"8522","ENSG00000125257"
"8523","ENSG00000174485"
"8524","ENSG00000140749"
"8525","ENSG00000283934"
"8526","ENSG00000143368"
"8527","ENSG00000167797"
"8528","ENSG00000176842"
"8529","ENSG00000131477"
"8530","ENSG00000132329"
"8531","ENSG00000122679"
"8532","ENSG00000084073"
"8533","ENSG00000105127"
"8534","ENSG00000070404"
"8535","ENSG00000103266"
"8536","ENSG00000118007"
"8537","ENSG00000173848"
"8538","ENSG00000130939"
"8539","ENSG00000100842"
"8540","ENSG00000112812"
"8541","ENSG00000147955"
"8542","ENSG00000184029"
"8543","ENSG00000105829"
"8544","ENSG00000153015"
"8545","ENSG00000150459"
"8546","ENSG00000119953"
"8547","ENSG00000116752"
"8548","ENSG00000171700"
"8549","ENSG00000131042"
"8550","ENSG00000276146"
"8551","ENSG00000274513"
"8552","ENSG00000277751"
"8553","ENSG00000275463"
"8554","ENSG00000114784"
"8555","ENSG00000072195"
"8556","ENSG00000099995"
"8557","ENSG00000183763"
"8558","ENSG00000069345"
"8559","ENSG00000103507"
"8560","ENSG00000090316"
"8561","ENSG00000115266"
"8562","ENSG00000130669"
"8563","ENSG00000145495"
"8564","ENSG00000140854"
"8565","ENSG00000176124"
"8566","ENSG00000174446"
"8567","ENSG00000113108"
"8568","ENSG00000185947"
"8569","ENSG00000152669"
"8570","ENSG00000157538"
"8571","ENSG00000110719"
"8572","ENSG00000133318"
"8573","ENSG00000115365"
"8574","ENSG00000171596"
"8575","ENSG00000183778"
"8576","ENSG00000145901"
"8577","ENSG00000050555"
"8578","ENSG00000185811"
"8579","ENSG00000096006"
"8580","ENSG00000135632"
"8581","ENSG00000239474"
"8582","ENSG00000083750"
"8583","ENSG00000101307"
"8584","ENSG00000117448"
"8585","ENSG00000131148"
"8586","ENSG00000118600"
"8587","ENSG00000257727"
"8588","ENSG00000179913"
"8589","ENSG00000104938"
"8590","ENSG00000174130"
"8591","ENSG00000072952"
"8592","ENSG00000185619"
"8593","ENSG00000217646"
"8594","ENSG00000114354"
"8595","ENSG00000130943"
"8596","ENSG00000006606"
"8597","ENSG00000186439"
"8598","ENSG00000132274"
"8599","ENSG00000064687"
"8600","ENSG00000154263"
"8601","ENSG00000154258"
"8602","ENSG00000141338"
"8603","ENSG00000116874"
"8604","ENSG00000293339"
"8605","ENSG00000107833"
"8606","ENSG00000158806"
"8607","ENSG00000064961"
"8608","ENSG00000140382"
"8609","ENSG00000127528"
"8610","ENSG00000107745"
"8611","ENSG00000006116"
"8612","ENSG00000166862"
"8613","ENSG00000164442"
"8614","ENSG00000075213"
"8615","ENSG00000123416"
"8616","ENSG00000213928"
"8617","ENSG00000285048"
"8618","ENSG00000162813"
"8619","ENSG00000258947"
"8620","ENSG00000104833"
"8621","ENSG00000188229"
"8622","ENSG00000111801"
"8623","ENSG00000124508"
"8624","ENSG00000196074"
"8625","ENSG00000102098"
"8626","ENSG00000134255"
"8627","ENSG00000103647"
"8628","ENSG00000106100"
"8629","ENSG00000164162"
"8630","ENSG00000156575"
"8631","ENSG00000164741"
"8632","ENSG00000288673"
"8633","ENSG00000124406"
"8634","ENSG00000104419"
"8635","ENSG00000101335"
"8636","ENSG00000204628"
"8637","ENSG00000133027"
"8638","ENSG00000131788"
"8639","ENSG00000064225"
"8640","ENSG00000080986"
"8641","ENSG00000104324"
"8642","ENSG00000101443"
"8643","ENSG00000164871"
"8644","ENSG00000288309"
"8645","ENSG00000285507"
"8646","ENSG00000274405"
"8647","ENSG00000178287"
"8648","ENSG00000233718"
"8649","ENSG00000176788"
"8650","ENSG00000142089"
"8651","ENSG00000079337"
"8652","ENSG00000164346"
"8653","ENSG00000137693"
"8654","ENSG00000159674"
"8655","ENSG00000262655"
"8656","ENSG00000100462"
"8657","ENSG00000070759"
"8658","ENSG00000169217"
"8659","ENSG00000130560"
"8660","ENSG00000103502"
"8661","ENSG00000164040"
"8662","ENSG00000177479"
"8663","ENSG00000126216"
"8664","ENSG00000282003"
"8665","ENSG00000138802"
"8666","ENSG00000153774"
"8667","ENSG00000105677"
"8668","ENSG00000239306"
"8669","ENSG00000120992"
"8670","ENSG00000149798"
"8671","ENSG00000126749"
"8672","ENSG00000216490"
"8673","ENSG00000197223"
"8674","ENSG00000130558"
"8675","ENSG00000134375"
"8676","ENSG00000244754"
"8677","ENSG00000160445"
"8678","ENSG00000187778"
"8679","ENSG00000170382"
"8680","ENSG00000196937"
"8681","ENSG00000167315"
"8682","ENSG00000084072"
"8683","ENSG00000134215"
"8684","ENSG00000130204"
"8685","ENSG00000100324"
"8686","ENSG00000198721"
"8687","ENSG00000143575"
"8688","ENSG00000136235"
"8689","ENSG00000175866"
"8690","ENSG00000116670"
"8691","ENSG00000013810"
"8692","ENSG00000153208"
"8693","ENSG00000132514"
"8694","ENSG00000014824"
"8695","ENSG00000083535"
"8696","ENSG00000171960"
"8697","ENSG00000164597"
"8698","ENSG00000284369"
"8699","ENSG00000106400"
"8700","ENSG00000134363"
"8701","ENSG00000104980"
"8702","ENSG00000204220"
"8703","ENSG00000237335"
"8704","ENSG00000206283"
"8705","ENSG00000235692"
"8706","ENSG00000224782"
"8707","ENSG00000179456"
"8708","ENSG00000182952"
"8709","ENSG00000292175"
"8710","ENSG00000171148"
"8711","ENSG00000112343"
"8712","ENSG00000167863"
"8713","ENSG00000170035"
"8714","ENSG00000100372"
"8715","ENSG00000198689"
"8716","ENSG00000149100"
"8717","ENSG00000159184"
"8718","ENSG00000162231"
"8719","ENSG00000101310"
"8720","ENSG00000100934"
"8721","ENSG00000125462"
"8722","ENSG00000112186"
"8723","ENSG00000131236"
"8724","ENSG00000107175"
"8725","ENSG00000132128"
"8726","ENSG00000100568"
"8727","ENSG00000170275"
"8728","ENSG00000135316"
"8729","ENSG00000271793"
"8730","ENSG00000108828"
"8731","ENSG00000115694"
"8732","ENSG00000165675"
"8733","ENSG00000198722"
"8734","ENSG00000142453"
"8735","ENSG00000140396"
"8736","ENSG00000143434"
"8737","ENSG00000167680"
"8738","ENSG00000135622"
"8739","ENSG00000187764"
"8740","ENSG00000185033"
"8741","ENSG00000075223"
"8742","ENSG00000062725"
"8743","ENSG00000132382"
"8744","ENSG00000140092"
"8745","ENSG00000171931"
"8746","ENSG00000136425"
"8747","ENSG00000185043"
"8748","ENSG00000121417"
"8749","ENSG00000100201"
"8750","ENSG00000177030"
"8751","ENSG00000282712"
"8752","ENSG00000085872"
"8753","ENSG00000172977"
"8754","ENSG00000149428"
"8755","ENSG00000280682"
"8756","ENSG00000133704"
"8757","ENSG00000205339"
"8758","ENSG00000101361"
"8759","ENSG00000078114"
"8760","ENSG00000107959"
"8761","ENSG00000197548"
"8762","ENSG00000173465"
"8763","ENSG00000104889"
"8764","ENSG00000110811"
"8765","ENSG00000213886"
"8766","ENSG00000226898"
"8767","ENSG00000224654"
"8768","ENSG00000228913"
"8769","ENSG00000206468"
"8770","ENSG00000206513"
"8771","ENSG00000231968"
"8772","ENSG00000156127"
"8773","ENSG00000108010"
"8774","ENSG00000175203"
"8775","ENSG00000136938"
"8776","ENSG00000134248"
"8777","ENSG00000101000"
"8778","ENSG00000100926"
"8779","ENSG00000285465"
"8780","ENSG00000123131"
"8781","ENSG00000144746"
"8782","ENSG00000106541"
"8783","ENSG00000241685"
"8784","ENSG00000109854"
"8785","ENSG00000204310"
"8786","ENSG00000236873"
"8787","ENSG00000226467"
"8788","ENSG00000227642"
"8789","ENSG00000228892"
"8790","ENSG00000235758"
"8791","ENSG00000206324"
"8792","ENSG00000169692"
"8793","ENSG00000148688"
"8794","ENSG00000152464"
"8795","ENSG00000090054"
"8796","ENSG00000164414"
"8797","ENSG00000117479"
"8798","ENSG00000137965"
"8799","ENSG00000102837"
"8800","ENSG00000156234"
"8801","ENSG00000124198"
"8802","ENSG00000066777"
"8803","ENSG00000111254"
"8804","ENSG00000105404"
"8805","ENSG00000157765"
"8806","ENSG00000164609"
"8807","ENSG00000151640"
"8808","ENSG00000184990"
"8809","ENSG00000086504"
"8810","ENSG00000135624"
"8811","ENSG00000115484"
"8812","ENSG00000166226"
"8813","ENSG00000119655"
"8814","ENSG00000115523"
"8815","ENSG00000138162"
"8816","ENSG00000095637"
"8817","ENSG00000185201"
"8818","ENSG00000184374"
"8819","ENSG00000130714"
"8820","ENSG00000181541"
"8821","ENSG00000184470"
"8822","ENSG00000136371"
"8823","ENSG00000175550"
"8824","ENSG00000079689"
"8825","ENSG00000112667"
"8826","ENSG00000136824"
"8827","ENSG00000174231"
"8828","ENSG00000274442"
"8829","ENSG00000134398"
"8830","ENSG00000256060"
"8831","ENSG00000100591"
"8832","ENSG00000134538"
"8833","ENSG00000156256"
"8834","ENSG00000291527"
"8835","ENSG00000163171"
"8836","ENSG00000160999"
"8837","ENSG00000172239"
"8838","ENSG00000128050"
"8839","ENSG00000183751"
"8840","ENSG00000291938"
"8841","ENSG00000123933"
"8842","ENSG00000141696"
"8843","ENSG00000070731"
"8844","ENSG00000163110"
"8845","ENSG00000110171"
"8846","ENSG00000107566"
"8847","ENSG00000186834"
"8848","ENSG00000076382"
"8849","ENSG00000125826"
"8850","ENSG00000124356"
"8851","ENSG00000152291"
"8852","ENSG00000292253"
"8853","ENSG00000179361"
"8854","ENSG00000132664"
"8855","ENSG00000113356"
"8856","ENSG00000186141"
"8857","ENSG00000116679"
"8858","ENSG00000221926"
"8859","ENSG00000101608"
"8860","ENSG00000265972"
"8861","ENSG00000162227"
"8862","ENSG00000162493"
"8863","ENSG00000133110"
"8864","ENSG00000167283"
"8865","ENSG00000100276"
"8866","ENSG00000185340"
"8867","ENSG00000111247"
"8868","ENSG00000169220"
"8869","ENSG00000243709"
"8870","ENSG00000070367"
"8871","ENSG00000114388"
"8872","ENSG00000159217"
"8873","ENSG00000136231"
"8874","ENSG00000073792"
"8875","ENSG00000110931"
"8876","ENSG00000124935"
"8877","ENSG00000168515"
"8878","ENSG00000141391"
"8879","ENSG00000128654"
"8880","ENSG00000106636"
"8881","ENSG00000167642"
"8882","ENSG00000163344"
"8883","ENSG00000173253"
"8884","ENSG00000131773"
"8885","ENSG00000121774"
"8886","ENSG00000149187"
"8887","ENSG00000048740"
"8888","ENSG00000138136"
"8889","ENSG00000105610"
"8890","ENSG00000172215"
"8891","ENSG00000102974"
"8892","ENSG00000204296"
"8893","ENSG00000236672"
"8894","ENSG00000206245"
"8895","ENSG00000234280"
"8896","ENSG00000232106"
"8897","ENSG00000226892"
"8898","ENSG00000237881"
"8899","ENSG00000206310"
"8900","ENSG00000150637"
"8901","ENSG00000145982"
"8902","ENSG00000100532"
"8903","ENSG00000138028"
"8904","ENSG00000155876"
"8905","ENSG00000104671"
"8906","ENSG00000120063"
"8907","ENSG00000102524"
"8908","ENSG00000114646"
"8909","ENSG00000135407"
"8910","ENSG00000170340"
"8911","ENSG00000069966"
"8912","ENSG00000147155"
"8913","ENSG00000090932"
"8914","ENSG00000113946"
"8915","ENSG00000240694"
"8916","ENSG00000172461"
"8917","ENSG00000162419"
"8918","ENSG00000180245"
"8919","ENSG00000132141"
"8920","ENSG00000156261"
"8921","ENSG00000291533"
"8922","ENSG00000137161"
"8923","ENSG00000145244"
"8924","ENSG00000160767"
"8925","ENSG00000262666"
"8926","ENSG00000168883"
"8927","ENSG00000077514"
"8928","ENSG00000223802"
"8929","ENSG00000136535"
"8930","ENSG00000134262"
"8931","ENSG00000185737"
"8932","ENSG00000213759"
"8933","ENSG00000051341"
"8934","ENSG00000113504"
"8935","ENSG00000276482"
"8936","ENSG00000198408"
"8937","ENSG00000102908"
"8938","ENSG00000090273"
"8939","ENSG00000110958"
"8940","ENSG00000136758"
"8941","ENSG00000101190"
"8942","ENSG00000142731"
"8943","ENSG00000066923"
"8944","ENSG00000101972"
"8945","ENSG00000170577"
"8946","ENSG00000205853"
"8947","ENSG00000128276"
"8948","ENSG00000128253"
"8949","ENSG00000089050"
"8950","ENSG00000131831"
"8951","ENSG00000108557"
"8952","ENSG00000250254"
"8953","ENSG00000116793"
"8954","ENSG00000169967"
"8955","ENSG00000009724"
"8956","ENSG00000129250"
"8957","ENSG00000154016"
"8958","ENSG00000134121"
"8959","ENSG00000135773"
"8960","ENSG00000123159"
"8961","ENSG00000056972"
"8962","ENSG00000170965"
"8963","ENSG00000093000"
"8964","ENSG00000132688"
"8965","ENSG00000117139"
"8966","ENSG00000183864"
"8967","ENSG00000112339"
"8968","ENSG00000168710"
"8969","ENSG00000145632"
"8970","ENSG00000015171"
"8971","ENSG00000188529"
"8972","ENSG00000186130"
"8973","ENSG00000105171"
"8974","ENSG00000128989"
"8975","ENSG00000172995"
"8976","ENSG00000293516"
"8977","ENSG00000263002"
"8978","ENSG00000174652"
"8979","ENSG00000171606"
"8980","ENSG00000119408"
"8981","ENSG00000160193"
"8982","ENSG00000124564"
"8983","ENSG00000061676"
"8984","ENSG00000145703"
"8985","ENSG00000168899"
"8986","ENSG00000198039"
"8987","ENSG00000197714"
"8988","ENSG00000090612"
"8989","ENSG00000065911"
"8990","ENSG00000167825"
"8991","ENSG00000124787"
"8992","ENSG00000173198"
"8993","ENSG00000184640"
"8994","ENSG00000282302"
"8995","ENSG00000113615"
"8996","ENSG00000173585"
"8997","ENSG00000121742"
"8998","ENSG00000054282"
"8999","ENSG00000276111"
"9000","ENSG00000165689"
"9001","ENSG00000120694"
"9002","ENSG00000214530"
"9003","ENSG00000132970"
"9004","ENSG00000188747"
"9005","ENSG00000156697"
"9006","ENSG00000145920"
"9007","ENSG00000168993"
"9008","ENSG00000101446"
"9009","ENSG00000137218"
"9010","ENSG00000166225"
"9011","ENSG00000184669"
"9012","ENSG00000189398"
"9013","ENSG00000254724"
"9014","ENSG00000236256"
"9015","ENSG00000162139"
"9016","ENSG00000170271"
"9017","ENSG00000055147"
"9018","ENSG00000242070"
"9019","ENSG00000063587"
"9020","ENSG00000144908"
"9021","ENSG00000160282"
"9022","ENSG00000281775"
"9023","ENSG00000106341"
"9024","ENSG00000130640"
"9025","ENSG00000166855"
"9026","ENSG00000112541"
"9027","ENSG00000080603"
"9028","ENSG00000104881"
"9029","ENSG00000117877"
"9030","ENSG00000213927"
"9031","ENSG00000173083"
"9032","ENSG00000183207"
"9033","ENSG00000101856"
"9034","ENSG00000036530"
"9035","ENSG00000104972"
"9036","ENSG00000274669"
"9037","ENSG00000276452"
"9038","ENSG00000277807"
"9039","ENSG00000277134"
"9040","ENSG00000145217"
"9041","ENSG00000042980"
"9042","ENSG00000137204"
"9043","ENSG00000196843"
"9044","ENSG00000206337"
"9045","ENSG00000237105"
"9046","ENSG00000230389"
"9047","ENSG00000227429"
"9048","ENSG00000011105"
"9049","ENSG00000136878"
"9050","ENSG00000172046"
"9051","ENSG00000126264"
"9052","ENSG00000167850"
"9053","ENSG00000291920"
"9054","ENSG00000151376"
"9055","ENSG00000109255"
"9056","ENSG00000127951"
"9057","ENSG00000181562"
"9058","ENSG00000134365"
"9059","ENSG00000116785"
"9060","ENSG00000171201"
"9061","ENSG00000148156"
"9062","ENSG00000187003"
"9063","ENSG00000131094"
"9064","ENSG00000112996"
"9065","ENSG00000065183"
"9066","ENSG00000056291"
"9067","ENSG00000169618"
"9068","ENSG00000123901"
"9069","ENSG00000084733"
"9070","ENSG00000109819"
"9071","ENSG00000172175"
"9072","ENSG00000125966"
"9073","ENSG00000133800"
"9074","ENSG00000290910"
"9075","ENSG00000174851"
"9076","ENSG00000160917"
"9077","ENSG00000143543"
"9078","ENSG00000108309"
"9079","ENSG00000157326"
"9080","ENSG00000284807"
"9081","ENSG00000112983"
"9082","ENSG00000014914"
"9083","ENSG00000166619"
"9084","ENSG00000198162"
"9085","ENSG00000135148"
"9086","ENSG00000141759"
"9087","ENSG00000032444"
"9088","ENSG00000165416"
"9089","ENSG00000049247"
"9090","ENSG00000130222"
"9091","ENSG00000135960"
"9092","ENSG00000090060"
"9093","ENSG00000113649"
"9094","ENSG00000102316"
"9095","ENSG00000168903"
"9096","ENSG00000204371"
"9097","ENSG00000232045"
"9098","ENSG00000224143"
"9099","ENSG00000236759"
"9100","ENSG00000227333"
"9101","ENSG00000238134"
"9102","ENSG00000206376"
"9103","ENSG00000198612"
"9104","ENSG00000205937"
"9105","ENSG00000164896"
"9106","ENSG00000113387"
"9107","ENSG00000172594"
"9108","ENSG00000006634"
"9109","ENSG00000106723"
"9110","ENSG00000017797"
"9111","ENSG00000263465"
"9112","ENSG00000124701"
"9113","ENSG00000185787"
"9114","ENSG00000165672"
"9115","ENSG00000119737"
"9116","ENSG00000110047"
"9117","ENSG00000141385"
"9118","ENSG00000104356"
"9119","ENSG00000173610"
"9120","ENSG00000007038"
"9121","ENSG00000005302"
"9122","ENSG00000110696"
"9123","ENSG00000105438"
"9124","ENSG00000183431"
"9125","ENSG00000070718"
"9126","ENSG00000131748"
"9127","ENSG00000177733"
"9128","ENSG00000154640"
"9129","ENSG00000281484"
"9130","ENSG00000108468"
"9131","ENSG00000106803"
"9132","ENSG00000025772"
"9133","ENSG00000065485"
"9134","ENSG00000132824"
"9135","ENSG00000135506"
"9136","ENSG00000146278"
"9137","ENSG00000086598"
"9138","ENSG00000169223"
"9139","ENSG00000089248"
"9140","ENSG00000213190"
"9141","ENSG00000168439"
"9142","ENSG00000137959"
"9143","ENSG00000119673"
"9144","ENSG00000141542"
"9145","ENSG00000117395"
"9146","ENSG00000136026"
"9147","ENSG00000134308"
"9148","ENSG00000170348"
"9149","ENSG00000112249"
"9150","ENSG00000148671"
"9151","ENSG00000127540"
"9152","ENSG00000172409"
"9153","ENSG00000073712"
"9154","ENSG00000168090"
"9155","ENSG00000118508"
"9156","ENSG00000166974"
"9157","ENSG00000118816"
"9158","ENSG00000269821"
"9159","ENSG00000089154"
"9160","ENSG00000121022"
"9161","ENSG00000111142"
"9162","ENSG00000132305"
"9163","ENSG00000105609"
"9164","ENSG00000277414"
"9165","ENSG00000274311"
"9166","ENSG00000273991"
"9167","ENSG00000278437"
"9168","ENSG00000188338"
"9169","ENSG00000087365"
"9170","ENSG00000135094"
"9171","ENSG00000105135"
"9172","ENSG00000083807"
"9173","ENSG00000167114"
"9174","ENSG00000143554"
"9175","ENSG00000263163"
"9176","ENSG00000140284"
"9177","ENSG00000142945"
"9178","ENSG00000133710"
"9179","ENSG00000186818"
"9180","ENSG00000278555"
"9181","ENSG00000278279"
"9182","ENSG00000276042"
"9183","ENSG00000275730"
"9184","ENSG00000175602"
"9185","ENSG00000162892"
"9186","ENSG00000139278"
"9187","ENSG00000146872"
"9188","ENSG00000167757"
"9189","ENSG00000158164"
"9190","ENSG00000136240"
"9191","ENSG00000100196"
"9192","ENSG00000170653"
"9193","ENSG00000124380"
"9194","ENSG00000099203"
"9195","ENSG00000121897"
"9196","ENSG00000100360"
"9197","ENSG00000111737"
"9198","ENSG00000182134"
"9199","ENSG00000148704"
"9200","ENSG00000104974"
"9201","ENSG00000274935"
"9202","ENSG00000277398"
"9203","ENSG00000275525"
"9204","ENSG00000204577"
"9205","ENSG00000277816"
"9206","ENSG00000275019"
"9207","ENSG00000274587"
"9208","ENSG00000276175"
"9209","ENSG00000278046"
"9210","ENSG00000273884"
"9211","ENSG00000275841"
"9212","ENSG00000239998"
"9213","ENSG00000274000"
"9214","ENSG00000278634"
"9215","ENSG00000275290"
"9216","ENSG00000217707"
"9217","ENSG00000157110"
"9218","ENSG00000168461"
"9219","ENSG00000105963"
"9220","ENSG00000125868"
"9221","ENSG00000129465"
"9222","ENSG00000285379"
"9223","ENSG00000242441"
"9224","ENSG00000243244"
"9225","ENSG00000102096"
"9226","ENSG00000292210"
"9227","ENSG00000174684"
"9228","ENSG00000080561"
"9229","ENSG00000112941"
"9230","ENSG00000105668"
"9231","ENSG00000130958"
"9232","ENSG00000130706"
"9233","ENSG00000167005"
"9234","ENSG00000111605"
"9235","ENSG00000060491"
"9236","ENSG00000042813"
"9237","ENSG00000278053"
"9238","ENSG00000277594"
"9239","ENSG00000140526"
"9240","ENSG00000123124"
"9241","ENSG00000198373"
"9242","ENSG00000136110"
"9243","ENSG00000105865"
"9244","ENSG00000284103"
"9245","ENSG00000039600"
"9246","ENSG00000119397"
"9247","ENSG00000175063"
"9248","ENSG00000184209"
"9249","ENSG00000165507"
"9250","ENSG00000114395"
"9251","ENSG00000091428"
